Date,SP500_logret,Oro_logret,Plata_logret,Cobre_logret,PetroleoWTI_logret,GasNatural_logret,Nasdaq_logret,VIX_logret,Dolar_logret,VIX_nivel
2000-08-31,0.009992625399822192,0.015936570683698702,0.01469873580974886,0.0,-0.009022709383695336,-0.005216416300358666,0.024679486711947814,-0.049242520486277364,0.004093616901505158,16.84000015258789
2000-09-01,0.002033909928443819,-0.0046821184816552616,0.000199940914218722,0.004509599672831921,0.008423713948391828,0.011440546398690235,0.006629817117362273,0.04015672022766115,-0.010534873995404257,17.530000686645508
2000-09-05,-0.009042823704100792,-0.004341585088584908,-0.0011997685427531251,0.018942092137991397,0.012503829684452216,0.025524611632743943,-0.02176147725183834,0.12277777540159601,0.008846105892987711,19.81999969482422
2000-09-06,-0.009888926610032614,-0.005818109451827068,-0.0030057819249934715,-0.004979298209649878,0.03345771059247447,0.02094840057011655,-0.0318398171154533,0.047780632402353314,0.015097616360938778,20.790000915527344
2000-09-07,0.0068520014120391735,-0.0007297052588563561,-0.009679418200446939,0.004979298209649776,0.010814022688970302,-0.013316287581813668,0.020960643273367434,-0.0681686791150236,-0.004126986688114379,19.420000076293945
2000-09-08,-0.0053453467368059044,-0.0025580581193663603,-0.002434589184839269,0.006600664554407412,-0.047234653200775654,-0.023892618099997483,-0.029702257617110855,-0.05069728731229879,0.006052870082905756,18.459999084472656
2000-09-11,-0.0035123438910489935,-0.0007319974400312447,-0.0077487397570266845,0.001095876418636975,0.040703227002016965,0.027288151474823292,-0.020841977358856366,-0.0032555355966179702,0.008967944938343518,18.399999618530277
2000-09-12,-0.00489358622753845,-0.0007326454797727202,0.004900906408431453,0.016834510182049265,-0.025975420622755364,-0.001995959158384717,-0.012094372528366506,0.010273166058525948,-0.0017350969638208365,18.59000015258789
2000-09-13,0.00196841475218659,-0.0003665241267759522,-0.003468980383557268,-0.001077572434072424,-0.01176488645993067,0.009940382881202957,0.011462760366739289,-0.014630467353498135,0.0014749746546040908,18.31999969482422
2000-09-14,-0.0027244377678344203,-0.0014673293532120602,-0.0008180341630718267,-0.0021586990265190747,0.008836559625488473,0.02731883908106122,0.005115496370303255,-0.0032804548864926535,-0.0015617588925477084,18.26000022888184
2000-09-15,-0.010221718934521251,-0.0003671970185463141,-0.004100042816258456,-0.005960417553644248,0.05004618494046984,0.001923029814347587,-0.02029472489380333,0.014138366233869293,0.006750339424923699,18.520000457763672
2000-09-18,-0.014637860201737055,-0.0033106299386009568,0.0016420153602377202,-0.0016317767795293136,0.028325903167544433,0.01714330605293326,-0.028754574319965778,0.0893035396172542,0.0005173541372806691,20.25
2000-09-19,0.010597786475541066,0.0018406042790115164,0.001434567232047015,0.003260895200859022,-0.010357167061856647,0.01406489374756844,0.03665240162530661,-0.035691100083903124,0.0009478317892168537,19.540000915527344
2000-09-20,-0.005880712886379446,-0.010722949588937191,-0.010913312117949638,-0.02194277877183775,0.02702867238791942,-0.00935455158888656,0.008192683155759708,0.019762456068440588,0.0025804508232859214,19.93000030517578
2000-09-21,-0.0015790410644246165,0.004821028519513943,0.008658123169040473,0.026274077904152187,-0.09945205649921686,-0.006222324455788907,-0.017750161212013175,0.01246588051106208,-0.009841300228299177,20.18000030517578
2000-09-22,-0.00022781526774233468,0.005534048683874582,0.007769335691791543,-0.00650406895306157,-0.03904397402028642,-0.02995043102704342,-0.0065796973242310255,0.027372161717465197,-0.014945863384619977,20.739999771118164
2000-09-25,-0.006711091870692855,0.00842656877098999,0.001017835108327344,0.00812351386440692,-0.03363760955360027,0.027867659055341668,-0.01657830016604083,0.03179390370903362,0.004393294217865823,21.40999984741211
2000-09-26,-0.008247833681979313,-0.000729971590922537,0.0032501085947313395,-0.011391513545134001,-0.0022197470716742895,0.015795760798876294,-0.014029201275524187,0.021714843722945052,-0.007921825528223065,21.8799991607666
2000-09-27,-0.00044853820544960303,0.016295852551421852,0.0074754771451403836,-0.004373925518775386,0.0,-0.005612776128422049,-0.008930831863220696,-0.009644120128606456,-0.000441976856212736,21.670000076293945
2000-09-28,0.021991619230550555,-0.010108345250930458,-0.0030238641083393985,-0.0016451996689443515,-0.03883985849578411,-0.03629817037218369,0.03282776401215974,-0.10705403495172441,0.0017666019068411996,19.46999931335449
2000-09-29,-0.01504797562522097,-0.007283353229220022,-0.010962330551471262,0.004927436052484149,0.01831317937729161,0.011605535416091325,-0.028319706497873964,0.054958904711640964,-0.0005296394830757739,20.56999969482422
2000-10-02,-0.00019495624296930866,-0.0018291572278935403,0.0014278369105146826,-0.022646651004552314,0.04095163143177354,0.0288117781095135,-0.02870238028760116,0.031581565324149206,0.0047568880515365,21.229999542236328
